,Unnamed: 0,ACTIVITY_NR,REPORTING_ID,STATE_FLAG,ESTAB_NAME,SITE_ADDRESS,SITE_CITY,SITE_STATE,SITE_ZIP,OWNER_TYPE,OWNER_CODE,ADV_NOTICE,SAFETY_HLTH,SIC_CODE,NAICS_CODE,INSP_TYPE,INSP_SCOPE,WHY_NO_INSP,UNION_STATUS,SAFETY_MANUF,SAFETY_CONST,SAFETY_MARIT,HEALTH_MANUF,HEALTH_CONST,HEALTH_MARIT,MIGRANT,MAIL_STREET,MAIL_CITY,MAIL_STATE,MAIL_ZIP,HOST_EST_KEY,NR_IN_ESTAB,OPEN_DATE,CASE_MOD_DATE,CLOSE_CONF_DATE,CLOSE_CASE_DATE,LOAD_DT,RNUM,YEAR,INSP_DESC
141,141,345535991,524500,,BUNN-O-MATIC CORPORATION,1400 ADLAI STEVENSON DRIVE,SPRINGFIELD,IL,62703,A,,N,S,,335210,B,B,I,B,,,,,,,,"ATTN: BRIAN ALEXANDER, PLANT MANAGER 1400 ADLAI STEVENSON DRIVE",SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,500,2021-09-14,03-DEC-23,14-SEP-21,14-JAN-22,04-DEC-23,142,2021,Complaint
142,142,345536874,551702,,IL DEPT. OF HUMAN SERVICES - MCFARLAND MENTAL HEALTH CENTER,901 SOUTHWIND DR.,SPRINGFIELD,IL,62703,C,,Y,H,,622210,G,B,I,A,,,,,,,,"100 S GRAND AVE E 3RD FLOOR ATTN - GRACE HOU, DHS ADMINISTRATOR, SECRETARY OF THE ILLINOIS DEPARTMENT OF HUMAN SERVICES",SPRINGFIELD,IL,62762,HOST_EST_KEY_VALUE,246,2021-09-21,03-DEC-23,22-SEP-21,07-OCT-21,04-DEC-23,143,2021,Unprogrammed Related
143,143,345551055,524500,,"SOLOMON COLORS, INC.",4050 NORTH COLOR PLANT RD,SPRINGFIELD,IL,62702,A,,N,S,,325130,C,B,I,B,,,,,,,,P.O. BOX 8288,SPRINGFIELD,IL,62791,HOST_EST_KEY_VALUE,120,2021-09-28,03-DEC-23,28-SEP-21,31-JAN-22,04-DEC-23,144,2021,Referral
144,144,345574784,524500,,SMITH GENERAL CONTRACTING INC.,908 S MARTIN LUTHER KING JR DR,SPRINGFIELD,IL,62703,A,,N,S,,238160,B,B,I,B,,,,,,,,3112 S 12TH STREET,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,6,2021-10-12,03-DEC-23,12-OCT-21,28-AUG-23,04-DEC-23,145,2021,Complaint
145,145,345600522,524500,,"BLACKHAWK ROOFING, LLC",1730 W JEFFERSON,SPRINGFIELD,IL,62701,A,,N,S,,238160,B,B,I,B,,,,,,,,4208 SOUTHWOODS RD,SPRINGFIELD,IL,62711,HOST_EST_KEY_VALUE,6,2021-10-26,03-DEC-23,26-OCT-21,04-NOV-21,04-DEC-23,146,2021,Complaint
146,146,345600555,524500,,B & H ROOFING LLC,3800 STADIUM DR,SPRINGFIELD,IL,62701,A,,N,S,,238160,H,D,I,B,,,,,,,,6740 ILLINI DRIVE,VIRDEN,IL,62690,HOST_EST_KEY_VALUE,2,2021-10-26,03-DEC-23,26-OCT-21,12-NOV-21,04-DEC-23,147,2021,Planned
147,147,345632608,524500,,"PRAIRIE SMOKEHOUSE PARTNERS, LLC",2601 COLT ROAD,SPRINGFIELD,IL,62707,A,,N,S,,311612,C,B,I,B,,,,,,,,2601 COLT ROAD,SPRINGFIELD,IL,62707,HOST_EST_KEY_VALUE,45,2021-11-10,03-DEC-23,10-NOV-21,09-JAN-23,04-DEC-23,148,2021,Referral
148,148,345652374,551702,,SANGAMON COUNTY WATER RECLAMATION DISTRICT,3000 NORTH 8TH STREET ROAD,SPRINGFIELD,IL,62707,B,,N,S,,221320,B,B,I,A,,,,,,,,3000 NORTH 8TH STREET ROAD ATTN:  MR. RICHARD T. CIOTTI - BOARD PRESIDENT,SPRINGFIELD,IL,62707,HOST_EST_KEY_VALUE,74,2021-11-22,03-DEC-23,22-NOV-21,25-JAN-22,04-DEC-23,149,2021,Complaint
149,149,345658488,524500,,PERSONNEL PLACEMENT INC,4050 NORTH COLOR PLANT ROAD,SPRINGFIELD,IL,62702,A,,N,S,,561320,C,B,I,B,,,,,,,,3000 PROFESSIONAL DR,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,37,2021-11-30,03-DEC-23,30-NOV-21,13-DEC-21,04-DEC-23,150,2021,Referral
150,150,345670970,524500,,SUNLEY ROOFING INC.,169 ARCHER AVE,SPRINGFIELD,IL,62704,A,,N,S,,236115,B,B,I,B,,,,,,,,2274 MCKINNIE RD,SPRINGFIELD,IL,62707,HOST_EST_KEY_VALUE,6,2021-12-06,03-DEC-23,06-DEC-21,23-MAR-22,04-DEC-23,151,2021,Complaint
151,151,345692032,524500,,ACOSTA-ANGELI CONSTRUCTION,4101 W ILES AVE CONCORDIA VILLAGE,SPRINGFIELD,IL,62711,A,,N,S,,238160,B,B,I,B,,,,,,,,1058 NORTH 6TH STREET,SPRINGFIELD,IL,62702,HOST_EST_KEY_VALUE,8,2021-12-15,03-DEC-23,15-DEC-21,02-MAR-23,04-DEC-23,152,2021,Complaint
152,152,345782171,524500,,"KING-LAR ROOFING, INC.",3101 SOUTH VETERANS PARKWAY,SPRINGFIELD,IL,62704,A,,N,S,,238160,C,B,I,A,,,,,,,,P.O. BOX 986,DECATUR,IL,62526,HOST_EST_KEY_VALUE,10,2022-02-09,03-DEC-23,09-FEB-22,01-JUL-22,04-DEC-23,153,2022,Referral
153,153,345779789,524500,,SUNLEY ROOFING INC.,2901 E SANGAMON AVENUE,SPRINGFIELD,IL,62707,A,,N,S,,236115,B,D,C,B,,,,,,,,2274 MCKINNIE RD,SPRINGFIELD,IL,62707,HOST_EST_KEY_VALUE,0,2022-02-09,03-DEC-23,09-FEB-22,08-MAR-22,04-DEC-23,154,2022,Complaint
154,154,345801930,524500,,BUNN-O-MATIC CORPORATION,1200 BUNN AV.,SPRINGFIELD,IL,62703,A,,N,S,,335210,C,B,I,B,,,,,,,,1400 STEVENSON DR.,SPRINGFIELD,IL,62704,HOST_EST_KEY_VALUE,450,2022-02-24,03-DEC-23,24-FEB-22,18-MAY-22,04-DEC-23,155,2022,Referral
155,155,345833925,524500,,CORY BRUNS,3056 SOUTH 11TH STREET,SPRINGFIELD,IL,62703,A,,N,S,,236118,B,B,I,B,,,,,,,,716 GRAND AVENUE,LINCOLN,IL,62656,HOST_EST_KEY_VALUE,3,2022-03-08,03-DEC-23,08-MAR-22,,04-DEC-23,156,2022,Complaint
156,156,345886998,524500,,"MEL-O-CREAM DONUTS INTERNATIONAL, INC.",5456 INTERNATIONAL PARKWAY,SPRINGFIELD,IL,62711,A,,N,S,,311812,D,B,I,A,,,,,,,,5456 INTERNATIONAL PARKWAY,SPRINGFIELD,IL,62711,HOST_EST_KEY_VALUE,70,2022-04-08,03-DEC-23,08-APR-22,27-JUN-22,04-DEC-23,157,2022,Monitoring
157,157,345903173,524500,,SMITH GENERAL CONTRACTING AND ROOFING,1930 6TH STREET,SPRINGFIELD,IL,62703,A,,N,S,,238160,B,D,C,B,,,,,,,,3112 SOUTH 12TH STREET,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,6,2022-04-13,03-DEC-23,13-APR-22,13-APR-22,04-DEC-23,158,2022,Complaint
158,158,345901227,524500,,"GREEN FAMILY STORES, INC.",3881 WABASH AVE.,SPRINGFIELD,IL,62711,A,,N,H,,441110,D,B,I,B,,,,,,,,3881 WABASH AVE.,SPRINGFIELD,IL,62711,HOST_EST_KEY_VALUE,80,2022-04-15,03-DEC-23,15-APR-22,24-AUG-22,04-DEC-23,159,2022,Monitoring
159,159,345914071,524500,,"GREEN DEMOLITION CONTRACTORS, INC.",310 E WASHINGTON STREET,SPRINGFIELD,IL,62701,A,,N,S,,238910,C,B,I,B,,,,,,,,4840 S. ST. LOUIS AVENUE SUITE 100,CHICAGO,IL,60632,HOST_EST_KEY_VALUE,7,2022-04-21,03-DEC-23,21-APR-22,13-JUL-22,04-DEC-23,160,2022,Referral
160,160,345934863,524500,,SUNLEY ROOFING INC.,2400 E ASH,SPRINGFIELD,IL,62702,A,,N,S,,236115,B,B,I,B,,,,,,,,2274 MCKINNIE RD,SPRINGFIELD,IL,62707,HOST_EST_KEY_VALUE,9,2022-05-03,03-DEC-23,03-MAY-22,09-MAY-22,04-DEC-23,161,2022,Complaint
161,161,345951750,524500,,"SOLOMON COLORS, INC.",4050 NORTH COLOR PLANT RD,SPRINGFIELD,IL,62702,A,,N,H,,325130,B,B,I,B,,,,,,,,P.O. BOX 8288,SPRINGFIELD,IL,62791,HOST_EST_KEY_VALUE,119,2022-05-11,03-DEC-23,11-MAY-22,30-JUN-22,04-DEC-23,162,2022,Complaint
162,162,345951909,524500,,"BRE SOGRAND, INC.",501 S. GRAND AVE.,SPRINGFIELD,IL,62703,A,,N,S,,722513,C,B,I,B,,,,,,,,1258 SUN RD,WASHBURN,IL,61570,HOST_EST_KEY_VALUE,64,2022-05-11,03-DEC-23,11-MAY-22,15-SEP-22,04-DEC-23,163,2022,Referral
163,163,345972525,524500,,ST. JOHN'S HOSPITAL OF THE HOSPITAL SISTERS OF THE THIRD ORDER OF ST. FRANCIS,800 E CARPENTER ST,SPRINGFIELD,IL,62769,A,,N,H,,622110,D,B,I,B,,,,,,,,800 CARPENTER STREET,SPRINGFIELD,IL,62701,HOST_EST_KEY_VALUE,2500,2022-05-20,03-DEC-23,20-MAY-22,18-OCT-22,04-DEC-23,164,2022,Monitoring
164,164,345975221,524500,,HSHS MEDICAL GROUP,3051 HOLLIS DRIVE,SPRINGFIELD,IL,62704,A,,N,H,,561110,D,D,I,B,,,,,,,,3051 HOLLIS DRIVE,SPRINGFIELD,IL,62704,HOST_EST_KEY_VALUE,300,2022-05-20,03-DEC-23,20-MAY-22,11-JUL-22,04-DEC-23,165,2022,Monitoring
165,165,345996524,524500,,"AVENUES AT ARCADIA SPRINGFIELD, LLC",525 SOUTH MARTIN LUTHER KING JUNIOR DRIVE,SPRINGFIELD,IL,62703,A,,N,H,,623110,F,B,I,B,,,,,,,,525 SOUTH MARTIN LUTHER KING JUNIOR DRIVE,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,50,2022-06-02,03-DEC-23,02-JUN-22,07-NOV-22,04-DEC-23,166,2022,Followup
166,166,345996599,524500,,LEWIS MEMORIAL CHRISTIAN VILLAGE,3400 WEST WASHINGTON,SPRINGFIELD,IL,62711,A,,N,H,,623110,F,B,I,B,,,,,,,,3400 WEST WASHINGTON,SPRINGFIELD,IL,62711,HOST_EST_KEY_VALUE,190,2022-06-02,03-DEC-23,02-JUN-22,13-OCT-22,04-DEC-23,167,2022,Followup
167,167,345997738,524500,,KATHY WITHERS,3300 ROBINS RD,SPRINGFIELD,IL,62702,A,,N,S,,238160,B,B,I,B,,,,,,,,3209 RIDGEWOOD AVE,SPRINGFIELD,IL,62702,HOST_EST_KEY_VALUE,6,2022-06-03,03-DEC-23,03-JUN-22,10-JUN-22,04-DEC-23,168,2022,Complaint
168,168,346026545,524500,,"AVENUES AT ARCADIA SPRINGFIELD, LLC",525 SOUTH MARTIN LUTHER KING JUNIOR DRIVE,SPRINGFIELD,IL,62703,A,,N,H,,623110,C,C,I,B,,,,,,,,525 SOUTH MARTIN LUTHER KING JUNIOR DRIVE,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,60,2022-06-17,03-DEC-23,17-JUN-22,06-SEP-22,04-DEC-23,169,2022,Referral
169,169,346050933,524500,,"NUDO PRODUCTS, INC.",1500 TAYLOR AVE,SPRINGFIELD,IL,62703,A,,N,S,,444190,C,B,I,B,,,,,,,,1500 TAYLOR AVE,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,56,2022-06-29,03-DEC-23,29-JUN-22,17-NOV-22,04-DEC-23,170,2022,Referral
170,170,346486400,524500,,"SUTTON'S, INC.",111 N DIRKSEN PARKWAY,SPRINGFIELD,IL,62702,A,,N,S,,238160,B,D,C,B,,,,,,,,1926 N PEORIA RD,SPRINGFIELD,IL,62702,HOST_EST_KEY_VALUE,1,2022-06-30,03-DEC-23,30-JUN-22,30-JUN-22,04-DEC-23,171,2022,Complaint
171,171,346080633,524500,,IVAN MEDINA,404 N 5TH ST,SPRINGFIELD,IL,62702,A,,N,S,,238160,B,B,I,B,,,,,,,,2 LEXINGTON DR,FAIRVIEW HEIGHTS,IL,62208,HOST_EST_KEY_VALUE,5,2022-07-13,03-DEC-23,13-JUL-22,10-AUG-22,04-DEC-23,172,2022,Complaint
172,172,346083249,551702,,CITY OF SPRINGFIELD - CWLP,11TH ST AND JACKSON ST,SPRINGFIELD,IL,62701,B,,Y,S,,221121,M,B,I,A,,,,,,,,800 E MONROE STREET ATTN:  MR. JAMES O. LANGFELDER - MAYOR,SPRINGFIELD,IL,62701,HOST_EST_KEY_VALUE,100,2022-07-18,03-DEC-23,18-JUL-22,24-AUG-22,04-DEC-23,173,2022,M
173,173,346090905,524500,,"BLACKHAWK ROOFING, LLC",3167 ROBBINS ROAD,SPRINGFIELD,IL,62701,A,,N,S,,238160,B,B,I,B,,,,,,,,4208 SOUTHWOODS RD,SPRINGFIELD,IL,62711,HOST_EST_KEY_VALUE,10,2022-07-20,03-DEC-23,20-JUL-22,13-JAN-23,04-DEC-23,174,2022,Complaint
174,174,346106842,524500,,RAMIRO PEREZ SEGURA,950 S LINCOLN,SPRINGFIELD,IL,62704,A,,N,S,,238160,B,B,I,B,,,,,,,,2148 S 13TH STREET,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,6,2022-07-27,03-DEC-23,27-JUL-22,,04-DEC-23,175,2022,Complaint
175,175,346131485,524500,,COPPER CREEK CONTRACTORS,2501 CHATHAM RD,SPRINGFIELD,IL,62704,A,,N,S,,238160,B,B,I,B,,,,,,,,202 WEST OAK STREET,MAHOMET,IL,61853,HOST_EST_KEY_VALUE,13,2022-08-08,03-DEC-23,08-AUG-22,16-AUG-22,04-DEC-23,176,2022,Complaint
176,176,346159684,524500,,BE SQUARED CONSTRUCTION,917 W JEFFERSON ST,SPRINGFIELD,IL,62702,A,,N,S,,238160,B,D,C,B,,,,,,,,1023 W DORLAN AVE,SPRINGFIELD,IL,62702,HOST_EST_KEY_VALUE,1,2022-08-19,03-DEC-23,19-AUG-22,30-SEP-22,04-DEC-23,177,2022,Complaint
177,177,346208630,524500,,"CUSTOM WOODWORKS & INTERIORS, LTD.",3208 SOUTH DOUGLAS AVENUE,SPRINGFIELD,IL,62704,A,,N,H,,337110,H,B,I,B,,,,,,,,3208 SOUTH DOUGLAS AVENUE,SPRINGFIELD,IL,62704,HOST_EST_KEY_VALUE,6,2022-09-08,03-DEC-23,18-NOV-22,15-FEB-23,04-DEC-23,178,2022,Planned
178,178,346334717,524500,,"SOLOMON COLORS, INC.",4050 NORTH COLOR PLANT RD,SPRINGFIELD,IL,62702,A,,N,S,,325130,B,B,I,B,,,,,,,,P.O. BOX 8288,SPRINGFIELD,IL,62791,HOST_EST_KEY_VALUE,129,2022-11-09,03-DEC-23,09-NOV-22,07-DEC-22,04-DEC-23,179,2022,Complaint
179,179,346336860,524500,,JESUS HERNANDEZ,2304 RENWICK DR,SPRINGFIELD,IL,62704,A,,N,S,,238160,H,B,I,B,,,,,,,,16422 DETRIC LN,HOUSTON,TX,77053,HOST_EST_KEY_VALUE,5,2022-11-10,03-DEC-23,10-NOV-22,,04-DEC-23,180,2022,Planned
180,180,346357163,524500,,"CORE CONSTRUCTION SERVICES OF ILLINOIS , INC.",401 S 2ND STREET,SPRINGFIELD,IL,62701,A,,N,S,,236220,H,B,I,B,,,,,,,,601 SW WATER STREET,PEORIA,IL,61602,HOST_EST_KEY_VALUE,10,2022-11-22,03-DEC-23,22-NOV-22,16-MAR-23,04-DEC-23,181,2022,Planned
181,181,346357247,524500,,"B. & B. ELECTRIC, INC",401 S 2ND STREET,SPRINGFIELD,IL,62701,A,,N,S,,238210,H,B,I,A,,,,,,,,3000 REILLY DRIVE,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,10,2022-11-22,03-DEC-23,22-NOV-22,05-APR-23,04-DEC-23,182,2022,Planned
182,182,346357296,524500,,SCHNABEL FOUNDATION COMPANY,401 S 2ND STREET,SPRINGFIELD,IL,62701,A,,N,S,,238190,H,B,I,B,,,,,,,,21355 RIDGETOP CIRCLE STE 250,STERLING,VA,20166,HOST_EST_KEY_VALUE,6,2022-11-22,03-DEC-23,22-NOV-22,,04-DEC-23,183,2022,Planned
183,183,346357346,524500,,THE MURPHY ELEVATOR CO.,401 S 2ND STREET,SPRINGFIELD,IL,62701,A,,N,S,,238290,H,B,I,A,,,,,,,,128 EAST MAIN STREET,LOUISVILLE,KY,40202,HOST_EST_KEY_VALUE,18,2022-11-22,03-DEC-23,22-NOV-22,22-NOV-23,04-DEC-23,184,2022,Planned
184,184,346357429,524500,,"PETERSBURG PLUMBING AND EXCAVATING, LLC",401 S 2ND STREET,SPRINGFIELD,IL,62701,A,,N,S,,238910,H,B,I,B,,,,,,,,3550 GREAT NORTHERN AVENUE,SPRINGFIELD,IL,62711,HOST_EST_KEY_VALUE,10,2022-11-22,03-DEC-23,22-NOV-22,21-APR-23,04-DEC-23,185,2022,Planned
185,185,346363476,524500,,WALMART INC.,1100 LEJUNE DRIVE,SPRINGFIELD,IL,62705,A,,N,S,,452311,C,B,I,B,,,,,,,,1100 LEJUNE DRIVE,SPRINGFIELD,IL,62705,HOST_EST_KEY_VALUE,317,2022-11-29,03-DEC-23,29-NOV-22,,04-DEC-23,186,2022,Referral
186,186,346396260,524500,,"NUDO PRODUCTS, INC.",1500 TAYLOR AVE,SPRINGFIELD,IL,62703,A,,N,S,,444190,B,B,I,B,,,,,,,,1500 TAYLOR AVE,SPRINGFIELD,IL,62703,HOST_EST_KEY_VALUE,159,2022-12-16,03-DEC-23,16-DEC-22,13-JUN-23,04-DEC-23,187,2022,Complaint
